"TOA5","DanaFk._297","CR800","15297","CR800.Std.11","CPU:DanaFk082114.CR8","42213","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2021-07-19 07:30:00",230409,12.66,0.673,12.51,1,0.923,0.25
"2021-07-19 07:45:00",230410,12.69,0.671,12.5,1,0.921,0.25
"2021-07-19 08:00:00",230411,12.81,0.671,12.52,1,0.92,0.25
"2021-07-19 08:15:00",230412,13.14,0.672,12.54,1,0.921,0.25
"2021-07-19 08:30:00",230413,13.34,0.67,12.59,1,0.92,0.25
"2021-07-19 08:45:00",230414,13.4,0.67,12.66,1,0.92,0.25
"2021-07-19 09:00:00",230415,13.47,0.67,12.73,1,0.92,0.25
"2021-07-19 09:15:00",230416,13.47,0.669,12.79,1,0.919,0.25
"2021-07-19 09:30:00",230417,13.47,0.67,12.87,1,0.92,0.25
"2021-07-19 09:45:00",230418,13.46,0.671,12.96,1,0.92,0.25
"2021-07-19 10:00:00",230419,13.46,0.671,13.06,1,0.92,0.25
"2021-07-19 10:15:00",230420,13.45,0.669,13.14,1,0.919,0.25
"2021-07-19 10:30:00",230421,13.44,0.67,13.23,1,0.92,0.25
"2021-07-19 10:45:00",230422,13.43,0.67,13.31,1,0.919,0.25
"2021-07-19 11:00:00",230423,13.43,0.67,13.38,1,0.919,0.25
"2021-07-19 11:15:00",230424,13.42,0.671,13.46,1,0.92,0.25
"2021-07-19 11:30:00",230425,13.38,0.672,13.52,1,0.922,0.25
"2021-07-19 11:45:00",230426,13.35,0.672,13.52,1,0.922,0.25
"2021-07-19 12:00:00",230427,13.32,0.69,13.48,1,0.94,0.25
"2021-07-19 12:15:00",230428,13.3,0.7,13.41,1,0.949,0.25
"2021-07-19 12:30:00",230429,13.28,0.7,13.33,1,0.95,0.25
"2021-07-19 12:45:00",230430,13.26,0.704,13.25,1,0.954,0.25
"2021-07-19 13:00:00",230431,13.24,0.711,13.13,1,0.961,0.25
"2021-07-19 13:15:00",230432,13.23,0.709,13.02,1,0.958,0.25
"2021-07-19 13:30:00",230433,13.46,0.708,12.94,1,0.957,0.25
"2021-07-19 13:45:00",230434,13.47,0.705,12.93,1,0.955,0.25
"2021-07-19 14:00:00",230435,13.47,0.701,13.05,1,0.951,0.25
"2021-07-19 14:15:00",230436,13.47,0.703,13.31,1,0.953,0.25
"2021-07-19 14:30:00",230437,13.46,0.704,13.56,1,0.954,0.25
"2021-07-19 14:45:00",230438,13.47,0.705,13.67,1,0.955,0.25
"2021-07-19 15:00:00",230439,13.41,0.709,13.87,1,0.959,0.25
"2021-07-19 15:15:00",230440,13.37,0.714,13.99,1,0.964,0.25
"2021-07-19 15:30:00",230441,13.46,0.716,13.98,1,0.966,0.25
"2021-07-19 15:45:00",230442,13.47,0.714,13.95,1,0.964,0.25
"2021-07-19 16:00:00",230443,13.47,0.712,13.91,1,0.962,0.25
"2021-07-19 16:15:00",230444,13.47,0.711,13.85,1,0.961,0.25
"2021-07-19 16:30:00",230445,13.47,0.711,13.8,1,0.96,0.25
"2021-07-19 16:45:00",230446,13.43,0.712,13.76,1,0.962,0.25
"2021-07-19 17:00:00",230447,13.39,0.713,13.72,1,0.962,0.25
"2021-07-19 17:15:00",230448,13.36,0.718,13.67,1,0.967,0.25
"2021-07-19 17:30:00",230449,13.34,0.917,13.61,1,1.166,0.25
"2021-07-19 17:45:00",230450,13.41,0.919,13.58,1,1.169,0.25
"2021-07-19 18:00:00",230451,13.46,0.913,13.62,1,1.163,0.25
"2021-07-19 18:15:00",230452,13.46,0.908,13.7,1,1.158,0.25
"2021-07-19 18:30:00",230453,13.4,0.898,13.77,1,1.147,0.25
"2021-07-19 18:45:00",230454,13.37,0.889,13.8,1,1.139,0.25
"2021-07-19 19:00:00",230455,13.35,0.883,13.81,1,1.133,0.25
"2021-07-19 19:15:00",230456,13.32,0.878,13.83,1,1.127,0.25
"2021-07-19 19:30:00",230457,13.3,0.868,13.84,1,1.118,0.25
"2021-07-19 19:45:00",230458,13.29,0.862,13.84,1,1.111,0.25
"2021-07-19 20:00:00",230459,13.26,0.857,13.84,1,1.106,0.25
"2021-07-19 20:15:00",230460,13.25,0.85,13.85,1,1.1,0.25
"2021-07-19 20:30:00",230461,13.23,0.845,13.86,1,1.095,0.25
"2021-07-19 20:45:00",230462,13.22,0.841,13.85,1,1.09,0.25
"2021-07-19 21:00:00",230463,13.2,0.836,13.83,1,1.086,0.25
"2021-07-19 21:15:00",230464,13.18,0.832,13.79,1,1.082,0.25
"2021-07-19 21:30:00",230465,13.17,0.828,13.73,1,1.078,0.25
"2021-07-19 21:45:00",230466,13.15,0.824,13.67,1,1.074,0.25
"2021-07-19 22:00:00",230467,13.14,0.821,13.59,1,1.071,0.25
"2021-07-19 22:15:00",230468,13.12,0.818,13.52,1,1.067,0.25
"2021-07-19 22:30:00",230469,13.11,0.815,13.44,1,1.065,0.25
"2021-07-19 22:45:00",230470,13.1,0.814,13.35,1,1.063,0.25
"2021-07-19 23:00:00",230471,13.08,0.811,13.26,1,1.061,0.25
"2021-07-19 23:15:00",230472,13.07,0.81,13.18,1,1.06,0.25
"2021-07-19 23:30:00",230473,13.05,0.807,13.08,1,1.056,0.25
"2021-07-19 23:45:00",230474,13.04,0.804,12.99,1,1.054,0.25
"2021-07-20 00:00:00",230475,13.03,0.805,12.91,1,1.054,0.25
"2021-07-20 00:15:00",230476,13.02,0.799,12.82,1,1.049,0.25
"2021-07-20 00:30:00",230477,13.01,0.797,12.73,1,1.047,0.25
"2021-07-20 00:45:00",230478,13,0.797,12.65,1,1.047,0.25
"2021-07-20 01:00:00",230479,12.98,0.794,12.57,1,1.044,0.25
"2021-07-20 01:15:00",230480,12.97,0.792,12.48,1,1.042,0.25
"2021-07-20 01:30:00",230481,12.96,0.793,12.4,1,1.043,0.25
"2021-07-20 01:45:00",230482,12.95,0.792,12.31,1,1.042,0.25
"2021-07-20 02:00:00",230483,12.94,0.791,12.23,1,1.041,0.25
"2021-07-20 02:15:00",230484,12.92,0.788,12.14,1,1.038,0.25
"2021-07-20 02:30:00",230485,12.91,0.788,12.06,1,1.038,0.25
"2021-07-20 02:45:00",230486,12.9,0.787,11.98,1,1.037,0.25
"2021-07-20 03:00:00",230487,12.89,0.784,11.89,1,1.034,0.25
"2021-07-20 03:15:00",230488,12.88,0.783,11.81,1,1.033,0.25
"2021-07-20 03:30:00",230489,12.86,0.783,11.72,1,1.033,0.25
"2021-07-20 03:45:00",230490,12.86,0.781,11.64,1,1.03,0.25
"2021-07-20 04:00:00",230491,12.85,0.781,11.55,1,1.031,0.25
"2021-07-20 04:15:00",230492,12.84,0.779,11.46,1,1.029,0.25
"2021-07-20 04:30:00",230493,12.82,0.778,11.38,1,1.028,0.25
"2021-07-20 04:45:00",230494,12.82,0.778,11.3,1,1.028,0.25
"2021-07-20 05:00:00",230495,12.81,0.777,11.21,1,1.027,0.25
"2021-07-20 05:15:00",230496,12.8,0.775,11.13,1,1.025,0.25
"2021-07-20 05:30:00",230497,12.78,0.775,11.05,1,1.025,0.25
"2021-07-20 05:45:00",230498,12.78,0.776,10.97,1,1.025,0.25
"2021-07-20 06:00:00",230499,12.77,0.773,10.89,1,1.022,0.25
"2021-07-20 06:15:00",230500,12.75,0.772,10.81,1,1.022,0.25
"2021-07-20 06:30:00",230501,12.74,0.772,10.74,1,1.021,0.25
"2021-07-20 06:45:00",230502,12.73,0.771,10.66,1,1.021,0.25
"2021-07-20 07:00:00",230503,12.72,0.77,10.6,1,1.02,0.25
"2021-07-20 07:15:00",230504,12.71,0.77,10.53,1,1.019,0.25
"2021-07-20 07:30:00",230505,12.7,0.768,10.48,1,1.018,0.25
"2021-07-20 07:45:00",230506,12.71,0.769,10.43,1,1.019,0.25
"2021-07-20 08:00:00",230507,12.74,0.768,10.41,1,1.017,0.25
"2021-07-20 08:15:00",230508,12.78,0.767,10.41,1,1.017,0.25
"2021-07-20 08:30:00",230509,12.84,0.767,10.45,1,1.017,0.25
"2021-07-20 08:45:00",230510,12.92,0.765,10.51,1,1.015,0.25
"2021-07-20 09:00:00",230511,13.04,0.765,10.61,1,1.014,0.25
"2021-07-20 09:15:00",230512,13.21,0.765,10.75,1,1.014,0.25
"2021-07-20 09:30:00",230513,13.43,0.762,10.92,1,1.012,0.25
"2021-07-20 09:45:00",230514,13.48,0.762,11.12,1,1.012,0.25
"2021-07-20 10:00:00",230515,13.47,0.763,11.38,1,1.013,0.25
"2021-07-20 10:15:00",230516,13.46,0.76,11.65,1,1.01,0.25
"2021-07-20 10:30:00",230517,13.44,0.761,11.88,1,1.011,0.25
"2021-07-20 10:45:00",230518,13.42,0.759,12.14,1,1.009,0.25
"2021-07-20 11:00:00",230519,13.41,0.759,12.41,1,1.009,0.25
"2021-07-20 11:15:00",230520,13.4,0.759,12.66,1,1.008,0.25
"2021-07-20 11:30:00",230521,13.4,0.758,12.94,1,1.007,0.25
"2021-07-20 11:45:00",230522,13.39,0.756,13.23,1,1.006,0.25
"2021-07-20 12:00:00",230523,13.39,0.754,13.51,1,1.004,0.25
"2021-07-20 12:15:00",230524,13.38,0.756,13.82,1,1.006,0.25
"2021-07-20 12:30:00",230525,13.37,0.756,14.15,1,1.005,0.25
"2021-07-20 12:45:00",230526,13.35,0.754,14.47,1,1.004,0.25
"2021-07-20 13:00:00",230527,13.35,0.753,14.69,1,1.003,0.25
"2021-07-20 13:15:00",230528,13.34,0.756,15,1,1.005,0.25
"2021-07-20 13:30:00",230529,13.34,0.754,15.29,1,1.003,0.25
"2021-07-20 13:45:00",230530,13.33,0.751,15.56,1,1.001,0.25
"2021-07-20 14:00:00",230531,13.33,0.751,15.78,1,1.001,0.25
"2021-07-20 14:15:00",230532,13.32,0.751,16.04,1,1,0.25
"2021-07-20 14:30:00",230533,13.31,0.75,16.28,1,1,0.25
"2021-07-20 14:45:00",230534,13.3,0.75,16.47,1,1,0.25
"2021-07-20 15:00:00",230535,13.29,0.747,16.71,1,0.997,0.25
"2021-07-20 15:15:00",230536,13.29,0.747,16.79,1,0.996,0.25
"2021-07-20 15:30:00",230537,13.29,0.747,16.85,1,0.997,0.25
"2021-07-20 15:45:00",230538,13.28,0.747,16.88,1,0.997,0.25
"2021-07-20 16:00:00",230539,13.28,0.747,16.93,1,0.997,0.25
"2021-07-20 16:15:00",230540,13.27,0.744,16.98,1,0.993,0.25
"2021-07-20 16:30:00",230541,13.27,0.744,17.07,1,0.993,0.25
"2021-07-20 16:45:00",230542,13.26,0.743,17.17,1,0.993,0.25
"2021-07-20 17:00:00",230543,13.24,0.74,17.24,1,0.99,0.25
"2021-07-20 17:15:00",230544,13.24,0.738,17.29,1,0.988,0.25
"2021-07-20 17:30:00",230545,13.25,0.74,17.32,1,0.989,0.25
"2021-07-20 17:45:00",230546,13.26,0.737,17.34,1,0.987,0.25
"2021-07-20 18:00:00",230547,13.27,0.735,17.34,1,0.985,0.25
"2021-07-20 18:15:00",230548,13.24,0.734,17.31,1,0.984,0.25
"2021-07-20 18:30:00",230549,13.21,0.733,17.26,1,0.983,0.25
"2021-07-20 18:45:00",230550,13.19,0.731,17.18,1,0.981,0.25
"2021-07-20 19:00:00",230551,13.17,0.732,17.09,1,0.982,0.25
"2021-07-20 19:15:00",230552,13.15,0.73,17,1,0.98,0.25
"2021-07-20 19:30:00",230553,13.13,0.728,16.9,1,0.978,0.25
"2021-07-20 19:45:00",230554,13.11,0.727,16.83,1,0.977,0.25
"2021-07-20 20:00:00",230555,13.1,0.727,16.75,1,0.976,0.25
"2021-07-20 20:15:00",230556,13.07,0.726,16.67,1,0.975,0.25
"2021-07-20 20:30:00",230557,13.06,0.725,16.6,1,0.974,0.25
"2021-07-20 20:45:00",230558,13.04,0.723,16.52,1,0.973,0.25
"2021-07-20 21:00:00",230559,13.03,0.724,16.43,1,0.973,0.25
"2021-07-20 21:15:00",230560,13.02,0.722,16.35,1,0.972,0.25
"2021-07-20 21:30:00",230561,13.01,0.72,16.26,1,0.97,0.25
"2021-07-20 21:45:00",230562,12.99,0.721,16.17,1,0.971,0.25
"2021-07-20 22:00:00",230563,12.98,0.72,16.08,1,0.97,0.25
"2021-07-20 22:15:00",230564,12.96,0.72,15.99,1,0.97,0.25
"2021-07-20 22:30:00",230565,12.95,0.721,15.91,1,0.97,0.25
"2021-07-20 22:45:00",230566,12.94,0.719,15.81,1,0.969,0.25
"2021-07-20 23:00:00",230567,12.93,0.718,15.71,1,0.967,0.25
"2021-07-20 23:15:00",230568,12.92,0.717,15.61,1,0.967,0.25
"2021-07-20 23:30:00",230569,12.9,0.716,15.5,1,0.966,0.25
"2021-07-20 23:45:00",230570,12.89,0.717,15.38,1,0.967,0.25
"2021-07-21 00:00:00",230571,12.88,0.716,15.28,1,0.966,0.25
"2021-07-21 00:15:00",230572,12.87,0.716,15.16,1,0.965,0.25
"2021-07-21 00:30:00",230573,12.86,0.715,15.04,1,0.965,0.25
"2021-07-21 00:45:00",230574,12.84,0.715,14.93,1,0.965,0.25
"2021-07-21 01:00:00",230575,12.83,0.715,14.82,1,0.964,0.25
"2021-07-21 01:15:00",230576,12.82,0.714,14.71,1,0.964,0.25
"2021-07-21 01:30:00",230577,12.81,0.715,14.59,1,0.965,0.25
"2021-07-21 01:45:00",230578,12.8,0.715,14.48,1,0.965,0.25
"2021-07-21 02:00:00",230579,12.79,0.715,14.36,1,0.964,0.25
"2021-07-21 02:15:00",230580,12.78,0.715,14.25,1,0.965,0.25
"2021-07-21 02:30:00",230581,12.77,0.714,14.13,1,0.964,0.25
"2021-07-21 02:45:00",230582,12.76,0.715,14.03,1,0.964,0.25
"2021-07-21 03:00:00",230583,12.75,0.717,13.91,1,0.967,0.25
"2021-07-21 03:15:00",230584,12.74,0.716,13.81,1,0.966,0.25
"2021-07-21 03:30:00",230585,12.73,0.718,13.7,1,0.967,0.25
"2021-07-21 03:45:00",230586,12.72,0.717,13.59,1,0.967,0.25
"2021-07-21 04:00:00",230587,12.71,0.717,13.49,1,0.966,0.25
"2021-07-21 04:15:00",230588,12.7,0.718,13.38,1,0.968,0.25
"2021-07-21 04:30:00",230589,12.68,0.719,13.27,1,0.968,0.25
"2021-07-21 04:45:00",230590,12.68,0.717,13.17,1,0.967,0.25
"2021-07-21 05:00:00",230591,12.67,0.718,13.06,1,0.968,0.25
"2021-07-21 05:15:00",230592,12.66,0.718,12.95,1,0.968,0.25
"2021-07-21 05:30:00",230593,12.65,0.719,12.85,1,0.968,0.25
"2021-07-21 05:45:00",230594,12.64,0.718,12.74,1,0.967,0.25
"2021-07-21 06:00:00",230595,12.63,0.718,12.64,1,0.968,0.25
"2021-07-21 06:15:00",230596,12.63,0.718,12.53,1,0.968,0.25
"2021-07-21 06:30:00",230597,12.61,0.718,12.43,1,0.967,0.25
"2021-07-21 06:45:00",230598,12.61,0.718,12.32,1,0.968,0.25
"2021-07-21 07:00:00",230599,12.6,0.718,12.23,1,0.967,0.25
"2021-07-21 07:15:00",230600,12.59,0.718,12.14,1,0.968,0.25
"2021-07-21 07:30:00",230601,12.59,0.719,12.05,1,0.968,0.25
"2021-07-21 07:45:00",230602,12.64,0.717,11.97,1,0.967,0.25
